,Video File Name,Video Number,Video Duration,Transcript Text
246,Video247.mp4,247,6.5,Alone. I just couldn't connect with people in the personal side of things.
247,Video248.mp4,248,31.4,"28th of January. Right. And if I say I want to live alone, she'll say, why it won't work, or all of those things. Pretty much suffocating. Feeling, like, obsessed with me, basically. I heard Jordan Peterson use the adage, an old infant, which kind of stung when I heard him, like, damn, you know, so that's very overprotective there. And back to your addictions. What kind of add."
248,Video249.mp4,249,26.53,"I'm really just trying to figure things out. And to be honest, you know, stepping into the. Into this industry, I love shooting videos. I definitely love shooting videos. But, you know, when I first started off, it was just, like I said, a lot of running and shooting. And we all know, like, that can create burnout. That can create, you know, a lack of joy, a lack of purpose, or even just overwhelming when."
249,Video250.mp4,250,17.47,Has been on my mind for quite some time. The reason I say it's been on my mind for quite some time is because a lot of short form content that I've created has been based around this idea of losing somebody special.
250,Video251.mp4,251,21.97,"Because I was thinking, how could God love me so much? And I do all this thing, all these things, thinking that it's bettering his kingdom. And here I am, just miserable. Like, unsatisfied, unloved, alone. And those are the lies that the enemy was telling me in that moment. I could never understand how close he really was. That when I'm sitting, you'll see if I show it. I'm at a dining room table."
251,Video252.mp4,252,19.83,"2010, so I've been 23 and I actually got paid just under £400,000. And it was like a massive, massive, massive shock. And I saw my dad, you know, well, both my parents, obviously, but my dad used to wake up early and go early to work and, you know, come back late and for 20 grand, you know, and it up, it."
252,Video253.mp4,253,31.53,"It actually made me a monster in that it was more entertaining. When I started to see people get hurt, you know, I was like, oh, yeah, well, if he can't fend for himself, he deserves that. So it was completely twisted, and it gave me a lot of pride and a lot of arrogance because I could walk the line. Meaning I didn't roll it up. I didn't PC up. I didn't go, oh, help me. Like, I survived that. So it gave me this bravado about myself. Yeah, see, I can do it. I'm a gangster. Like, I really."
253,Video254.mp4,254,36.57,"My military number, do medicine for two years on my own. That's the rule. So I start as soon as I became a civilian again, I also did two things. I went to countries I wouldn't have been allowed to go to were I in the military still. And I strategically used all my holidays to do freelance work and to develop my further sort of interest in healthcare in armed conflict. So one of the first projects I did as a medical student, and I definitely don't advocate this now because the world is so different. The world is. I can say that it just feels so much more dangerous now."
254,Video255.mp4,255,23.93,"When we hear that they're coming, then we do it for the entire week, or even a month. So this one unlucky night, we were sleeping home. It started raining around early evening. It was already raining. So we said my father decided that we all sleep home. And we ate two grass touch huts. One for my parents and one for my sister and I. So as we were sleeping,"
255,Video256.mp4,256,29.57,"Straight away, no problem. And my old fear panic has gone because I thought they're going to shoot me. From that moment, my body actually turned into like robots, like trained or programmed the robot to carry out that following the program. So."
256,Video257.mp4,257,17.27,"And he found out throughout the war that when the war kicked off, that we were different and we were enemies. So all of a sudden, if you were Serb and the other person is a Bosnian and the other person were Croat, you became an immediate enemy."
257,Video258.mp4,258,21.97,"I had no idea that I was doing all the wrong things. For some reason, I was getting so frustrated because I thought all the things I was doing were going to get me skinny, but they literally kept me fat. And I essentially just came to the conclusion that I was never going to be thin. So here are the three main things that were keeping me fat. Number one, I was keeping myself full. Consistently throughout the entire day. There was."
258,Video259.mp4,259,24.13,"Mindset. Before you cancel me, listen very closely to what I'm about to say because this is for my girls who are bigger than they would like to be and don't have healthy habits. Coming from someone who used to be in your shoes and changed my entire life and body based on making these mindset changes, the first thing keeping you stuck is the all or nothing mindset. Either you're on a diet or you're cheating on your diet. There is no in between. You have the thought that the only way to lose weight is by eating clean all the time, and you know that's not."
259,Video260.mp4,260,24.7,"I wanted during that snack because it was good for me. The second reason is that snacking all throughout the day kept my blood sugar and insulin spiking. This can lead to more cravings, it can lead to more fatigue, and ultimately, it's not good for your metabolic health. Eating first thing in the morning, especially if you're a woman, you've probably been told you need to eat right when you wake up. For me, this would set me up to be craving food."
260,Video261.mp4,261,24.37,"Let's get into it. I was frustrated for, like, years because I couldn't get it right. Let me tell you the mistakes I made that kept me trapped. Okay? Number one, you refuse to accept that skinny people just eat way less than you think they do. I know it sounds impossible, okay? I know when you see your skinny friends, they'll go out and they'll eat. And you think, this must be how they eat all the time. No. Skinny people are eating way less than you think they are. Number two."
261,Video262.mp4,262,22.83,"It's on you. You are the only one responsible for making yourself fat. So let's go through how to stop doing this. Step one is being aware of the situation and knowing that you actually have the full control to change your entire life. With the victim mentality, it does nothing for you. And put the blame on yourself. Which is a good thing because you can change. Step two, think about where this excess of food comes from. Is it because you're going out for dinner so much for your date nights? Are you drinking more together?"
262,Video263.mp4,263,30.8,"People do what they need to do during the weekday. All right, listen, I used to be one of these people. You do what you need to do Monday through Thursday, you eat Super Lean, you're eating salads and shit. You feel great, you feel amazing. You know, you feel like you lost a little bit of fat. You know, your clothes are fitting differently. And then Friday night, you get your margaritas or you get your drinks, you eat a big ass meal. Saturday, you're like, yo, it's giving football. I feel great. You know, let me. Let me eat some. Let me eat some burgers and fries. Let me have dessert. I deserve it. I work so hard this week, right? So it's that mindset of turning on and off your. Your fitness, all right."
263,Video264.mp4,264,15.7,"Because breakfast is the most important meal of the day. And a lot of times the things I would eat were high in carbs, which meant it was spiking my blood sugar. And the first thing you put in your body is going to affect the rest of your day. If you eat something that is high in carbs or sugar, it."
264,Video265.mp4,265,21.57,"Possibly could. High insulin plus time equals fat every time. So if you want to start to get rid of what looks like a beer belly, or you're just ready to start losing fat, or you've been trying to lose fat for years and can't, you have to control the insulin. That is literally the missing piece to the math. Equ."
265,Video266.mp4,266,15.53,"Hunger fullness cues are kind of my bread and butter. So if you get full throughout a meal, that's your body's way of telling you, hey, I'm good now. And you need to respect that at the point when you get full, no matter what's left on your plate, no matter how big or small, put it in the Tupperware, put it in the fridge, save it for later. That will be a really great addition to."
266,Video267.mp4,267,15.4,"To their level, sometimes not even consciously. They'll say things like, one more bite won't hurt. Oh, my God. You're being obsessed. You can miss one workout, but if you forget everything I said, remember this. People who are truly happy with themselves won't try to stop other people from improving themselves."
267,Video268.mp4,268,15.7,"Whenever you're actually hungry. If that is as soon as you wake up in the morning, awesome. If that is later in the day, that's fine too. Number two is going past the point of comfortable hunger in order to fulfill a protein goal. One of the main benefits of protein for fat loss is that it keeps you fuller for longer. So if you're going past fullness to eat more protein,"
268,Video269.mp4,269,16.27,"Doing the right things. You're doing the same things daily or weekly, and over time, it does get boring. But that's because it's becoming your new routine. Just like the routine that you currently have right now. It's probably not that exciting. And it's going to be the same with the routine that you create to lose weight and change your body shape. The way that you make it fun and exciting is by romanticizing this journey and making it fun along the way. Just like."
269,Video270.mp4,270,19.83,"Sukkah at this time. During eight days, some slept in the sukkah also, but we had all our meals in the sukkah and we spent all our free time in the sukkah. The sukkah was. Was a temporary home which was made so comfortable that you really."
270,Video271.mp4,271,31.6,"Left, and my mommy went to the right to the gas chamber. And I'm walking, crying, you know, yelling, mommy, wait for me, little girl. Mommy turned around, but they were pushing her. They said, slow, slow. Go, go, go to the crematorium. And I'm walking that street, crying between the wires. I didn't know where."
271,Video272.mp4,272,39.23,"Infant by its legs and swinging it and yelling to the parents. Make him shut up. The parents are yelling and the daughters. Our baby. Our baby. Don't hurt our baby. With a smirk on his face, you can see he was enjoying what he was doing. He smashes the baby's head into the door post killing it instantly. It's the memories that won't leave me. I get nightmares seeing that screaming infant and that sudden silent like."
272,Video273.mp4,273,30.07,"That day. Avion Kippur 1944 My cousin and I decided that we're going to fast. It was a simple decision. We're not going to drink that coffee, so called coffee in the morning. And the lunch that we get, that soup, we're going to carry it back into the camp. The SS found out."
273,Video274.mp4,274,24.47,"Everybody who had a white blouse and a skirt. Those years we didn't wear pants. Whoever had. We went so nicely dressed up to the factory. And my work was dirty work, because it was splashing, that wooden and all that. But we showed them that we were proud that we're Jews. But they didn't object. They didn't."
274,Video275.mp4,275,12.97,"In Gaza is absolutely horrendous for me. And in lots of ways, the sufferings of the Palestinian people rhymes with the suffering that we had."
275,Video276.mp4,276,15.07,"They just shot people. And so. And all I can tell you, we never had a single word. Nobody had a single word from all those people that were taken away. Most people only know about Auschwitz, but there was."
276,Video277.mp4,277,8.2,"The death chambers. I don't believe it, that I'm here. The horror reached its."
277,Video278.mp4,278,6.23,And I'm on his groin. Sick view.
278,Video279.mp4,279,8.83,Nobody can leave the camp because there are all sorts of diseases. You're full of lice and you haven't been washing for months. But he says after.
279,Video280.mp4,280,12.2,Prison uniform. Get in there and take my first hatch power in a year. It's wonderful.
280,Video281.mp4,281,14.37,"Social life and all that. So, you know, I'm really an advocate now for people to have. If they have any doubts or they think no matter what your age is, go get tested, because it really can. Can open up a lot of doors and."
281,Video282.mp4,282,9.33,"For people who are on the spectrum to have the right assessment of their needs and to get the right support, and for people who really understand them and can give them the best quality of life."
282,Video283.mp4,283,20.2,"Groups. They're not even really that much in the research. We also don't look too much at the influence of culture that has on not only how disability plays out in these communities, but how science also looks at us. They don't even look at like culture."
283,Video284.mp4,284,17.67,"American community, you're automatically overlooked. Two, we didn't have good access to a proper care. Three, I'm a female, so that automatically puts you at the bottom of the list in the eyes of others. So I just kind of felt like with nowhere to turn, I started to."
284,Video285.mp4,285,15.3,"I've developed this huge fear of public speaking. So when I was presented with the opportunity to join TEDxRCS, I thought, what better way to face my biggest fear than join this club? So I've done a little bit of research, so."
285,Video286.mp4,286,15.23,"Sweet who are nice, kind of fragile. But of course, they just don't talk a lot because they're shy. And that may or may not be true. And if you're someone who's shy, you may have those qualities as well. Maybe you were born into a certain culture or."
286,Video287.mp4,287,19.73,"To get it into the market. In fact, communication is a big part of brand positioning. Or rather, positioning yourself or your brand or your product or your service into the marketplace is a big part of it. Why? Because how do you tell the people that this is the product?"
287,Video288.mp4,288,14.43,"Always started at least step three without going back to the beginning, because I forgot the person who's listening to me doesn't have all the context that's happening in my head. And so I worked on it, and today I'll share with you the five things that really helped me go from."
288,Video289.mp4,289,16.03,"Damaging it. A lot of people, without realizing while they're not using their voice, they're defaulting to mouth breathing, which dries out your throat and your vocal cords. It leads to shallow breathing, and you often feel more fatigued."
289,Video290.mp4,290,10.37,"Moment. That can be walking, biking, shouting, reading, waiting, whatever it is. Just state the action, state the verbs, examples. I'm in my office."
290,Video291.mp4,291,13.83,In your own way to please pray for me.
291,Video292.mp4,292,15.53,"To make me feel like this, but I don't want to be posting YouTube videos that I don't want to post. I. I only want my YouTube videos to consist of me traveling with my friendship group, my friends, birthdays, and just when I'm genuinely, like, the happiest because I put I like the whole reason for my YouTube channel."
292,Video293.mp4,293,23.0,"Brought my mother and our family so much happiness. He loved my dogs, Matteo and Jax, and he lived a beautiful life. My mother was an amazing mother to him. And I know, moving forward, you know, this. This is definitely a very difficult time. When I say that my mom is."
293,Video294.mp4,294,20.33,"My Appa. It was my Appa that would wrap my legs in bandages. It was my Appa. I would always look at my wounds and be like, okay, what's going on? Even when I'd break down and cry, he would be like, don't cry. Don't cry. It's okay. And sometimes it's like, dude, it's not okay. I'm literally bleeding out. What are you talking."
294,Video295.mp4,295,18.67,"Find out that your parent has died is a big moment. I didn't know if I should be crying, if I should be screaming, if I should do anything. And I hung up the phone, and my friend came over and she goes, what was that? And I go, that was my dad. My mom's died. And, you know. And they're like, my friend's going, oh, my gosh, I can't."
295,Video296.mp4,296,15.17,"Words, losing those words through the toughest times to become the best possible version of themselves. Because that's you need to go through. Yet a tree's roots must reach out before the leaves reach heaven. That's just the truth. You must go through a lot of."
296,Video297.mp4,297,17.03,"We care about the most or one of the people that we want to see us grow up the most, isn't there, then sometimes we just will stop evolving. We'll stop. We won't grow up. And it's just that. That way, it's like. It's like saying,"
297,Video298.mp4,298,15.23,"Like, so funny and, like, so sweet that he was like, oh, my goodness, like, you're here. I'm so happy to see you. And so that was just really nice to have. We just sort of were talking to him, couldn't really say anything."
298,Video299.mp4,299,37.57,"I ain't never think I was going to make a video like this. You feel me? But yesterday I found out something crazy. Me and my mom, we both found out that my dad died. He passed away. First off, before we get into to that, I just want to say the reason I'm even making this video is because, like, you know, this. This YouTube stuff is like a documentary of my life. You know what I'm saying? It's like my whole journey. You guys seen?"
299,Video300.mp4,300,18.73,"And I would go every lunch and rant about my old job. And. I don't know, I just was so excited to tell him about my first day, which I never got to do. I just find it hard to talk to people about it. Like, I don't want to talk to people about it, so I feel like I just."
300,Video301.mp4,301,15.3,"Person that gave me all my advice and, like my rock. He was that for so many people. So he just had the biggest presence. That will so be missed. And you guys have seen him in my pictures, in my videos. He was 6 foot 9. Really couldn't miss him."
301,Video302.mp4,302,23.13,"Because I know I am not the only person going through this, or I'm not the only person who has lost someone who is very special. Quickly. It's shocking. It's devastating. And honestly, it's been really hard to believe that it happened. And to, like, just wake up in the morning and be like, she's not there. I miss. I miss."
302,Video303.mp4,303,26.3,A lot of you know that. I've spoken about her on here a lot. She's. She's been in here on the lives. She's been a part of my whole journey online. She's been a part of my whole creative life. She's been a part of everything and so many people.
303,Video304.mp4,304,19.2,"And I remember coming to school the day after my mom's death and my friends talking about train delays, obviously because my mom had killed herself in the same town as where I went to school. And there was so much to deal with, and it was so sad, and it was very."
304,Video305.mp4,305,20.77,"Got to do with money and things. My mum had a say of course, but she definitely leant on him a lot. Even though they despised each other, he was definitely a big part of her life. So when he died in 2012, despite the fact that we had about two or three months warning, her life completely fell apart. She did not."
305,Video306.mp4,306,24.4,And then I saw her. I've already posted before how like she was. She hung herself. So. And I just remember I just started crying and I was. I just froze. And so then I ran back to my grandpa's house and told him what happened. And my uncle was there and he told.
306,Video307.mp4,307,24.03,"To my 80, 90 year old granddad's words that it's done, it's over. And that was the time that we found out that my dad had ended his life. So the reason for this video is there is no reason why, but I wanted to."
307,Video308.mp4,308,28.8,"Prayed. My mom and sister just prayed I'd be able to have the strength to pack everything up. I did. I packed up everything so quickly. And amazingly, I don't even know how it was possible. I was just in by myself, just putting all his clothes and everything together. And to this day, I don't really know how I did it so quickly. And as I was driving home in his car with all of his things in it, you know, and I remember I had the sunroof open and."
308,Video309.mp4,309,23.4,"Do anything. I just don't do anything. I haven't been able to work that much at the moment, and I'm taking some time out. I'm taking probably a couple of months out. I'm still gonna do bits and bobs, and I'm still trying to produce content and show you the videos and, you know, manage things, but I just obviously have no energy at the moment to."
309,Video310.mp4,310,25.87,"I will never get this image out of my head. Carson was on those, like. Like, heater beds that, like, when, like, you have a newborn baby. Like, that's what it looked like. I don't know if it's the same thing, but he was, like, on one of those during compressions to get a heartbeat."
310,Video311.mp4,311,34.57,"I never thought he would kill himself. That. That was never a thought. We had this. Just this, You know, get up and deal with it attitude and heated to."
311,Video312.mp4,312,14.6,"Never expected to lose them. So, you know, you have three children. You just. So I worry about him. He is in the army and he is on the army base with the most suicides of any base in the entire world."
312,Video313.mp4,313,15.7,"Is decreased when there's too much immigration. Is it the immigration that is the problem? J.D. vance? Or is it perhaps instead that you, a politician, one of the most powerful men in the country, are very happy to use it as a wedge issue to get."
313,Video314.mp4,314,20.4,"This was a Wednesday and Monday was going to be a holiday. And it's just. It's fucking hell. Like, it's hell. This idea that this person that you. Literally, I was the first person to hold him when he came into the world. And then he goes out and I can't do anything for him. And he's stuck in this processing, this body processing system where the."
314,Video315.mp4,315,21.53,"Listen to Dan's music, you know, still in honor of him, and we have his ashes in our pond right outside of our house. And just, like, go down there and, you know, like, kind of talk to him. Whatever you feel like they would appreciate and would also make you feel a little bit more peace. It can be really."
315,Video316.mp4,316,20.53,"Really tight and really dearly and make the most of your time with people. If you are, you know, struggling, finding things hard, please do reach out and ask for help, because there is always hope for a better day. There's always hope. So please do reach out. There's an amazing charity."
316,Video317.mp4,317,33.47,"Just wanting to experiment. I wish I could just shake you and tell you and make it real for you. But I don't know how to do that. I won't be there when you're faced with these decisions. I know that if he knew the effects of his passing, it would crush him. He never intended for me to find him on his bedroom floor."
317,Video318.mp4,318,13.7,And turn it into a positive within our life and within other people's lives. I want to touch other people with this tragedy.
318,Video319.mp4,319,8.1,"When people say my heart, their heart break. I felt my heart shatter. For eight months, I didn't know how my daughter died."
319,Video320.mp4,320,22.93,"22. His name was Alan. How old was Alan? So Alan was 23 years old. He was living with me in Florida, and he was a huge Vic Blants fan. He's a barber, and he'll take his chair out and he'll walk up to people and be like, hey, man. Oh, I think I've seen Erica. Like, he does a lot for homeless people, you know, active duty military people that are, you know, low income. And he'll just, hey, you know, let me cut your hair. And he'll ask them their life story, and he does videos like that."
320,Video321.mp4,321,11.0,And then kind of heart wrenching agony.
321,Video322.mp4,322,13.63,"Crying every day, and I would get dressed and pull my bootstraps on and go meet people that were in this field and learn more and more about it. I learned a lot about it."
322,Video323.mp4,323,10.33,"He overdosed. And Kevin didn't know, you know, he had gone to bed, and he got up in the morning and went to work."
323,Video324.mp4,324,9.03,"Addiction in your home life or with family members. But when you find out what's going on, when you realize it's been happening and you didn't realize,"
324,Video325.mp4,325,24.87,"What am I supposed to tell them? Drug induced homicide laws are so dangerous. And I understand that families feel a need to get justice. Sadly, this isn't justice. This is vengeance. And there's a difference. They will arrest anyone. And it's usually a friend of your child who also needs help. We were all failed by the same problematic drug policies and systemic failures. No parent."
325,Video326.mp4,326,15.2,"And I had this feeling like something's not right. And even before I knocked on the door, I knew. And when he wouldn't open the door, I had to rush and get the key, and I. Yeah, that's where I found him, on the ph."
326,Video327.mp4,327,40.77,"Getting just about non stop email messages and all my social media from other parents who lost their children, primarily from other parents who haven't felt that they had a voice and haven't felt like that they had the strength to speak up. I mean, I don't necessarily feel like I do either. I'm super broken. But I was asked to do it because my boy's story was high profile because three young people died and two brothers at the same time. So they're, you know, sort of cheering me on. And then I also have received a bit of hate messages."
327,Video328.mp4,328,4.1,So many emotions every day.
328,Video329.mp4,329,24.43,"Been going on for a little while, but I got a package delivered to my mailbox, and it was addressed to my son, and it was just a return address to somewhere in Alabama. And I opened it, and it was a ton of little blue pills. And I freaked out. And I was. You know, I called him and I said, you know, what is this package? Where did this come from? You know, what are you doing?"
329,Video330.mp4,330,36.23,"And I really believe he took it out on Tristan. Tristan was my life, my reason. On very bad days, I would tell God, for one reason. Open my eyes tomorrow morning. And it was Tristan. To where maybe I could hear his voice or tell him that I loved him. But he met some older people at his dad's apartment. He introduced me to one, and he asked me could he try marijuana. This was six months before he died. Well, September. So about."
330,Video331.mp4,331,34.37,"I had one of those little latch keys above the door. And when I opened it, I saw my daughter face first on her bed. And of course, the first thing I did was go to her. I've been a nurse and registered nurse for 30 some years, but I knew my daughter was gone, you know?"
331,Video332.mp4,332,27.63,"Sadly, her abuser was pressing pills and had put a concoction of fentanyl along with other drugs and forced her to take it along with beating her. And my angel was dead."
332,Video333.mp4,333,28.4,"And I was like, okay, maybe in the back of his mind, he wants to see what happened. We understood that he doesn't remember that night. It really hit home that the only reason he wanted to go is because he had more pills in the car that he was trying to get to. And that really stood out to me as he didn't care about the people he hurt, you know, potentially could have hurt himself, his car. It was him looking for those pills that he'd spent money."
333,Video334.mp4,334,21.5,"Like, okay, we have to drive down there. So he came and got me. We drove down there, and I'm calling. I called the hospital. You know, I need to know where my son is. Well, he's not here. Okay, well, he didn't just stop and walk away, so where is he? Well, he's not here. Okay, so where is he?"
334,Video335.mp4,335,20.67,"And they said that they wouldn't let us hug each other or touch each other because they thought it was a Covid situation. And I told them it's not a Covid situation. So basically, we didn't. We still hugged each other. Like, you can't tell someone."
335,Video336.mp4,336,10.37,How he was. And sometimes I would just choose to ignore it.
336,Video337.mp4,337,25.1,"Around and my sister drove around. And then at 2 o' clock in the morning, I knew I had to get home to my other children. It was the hardest thing as a mother. But my son had always, always come back. So I knew he was going to come back. I knew it without a doubt."
337,Video338.mp4,338,19.53,"It truly was for her because she hid it so well from us until we found her journal after she died. Because at her work, they brought home her office and dropped off her belongings, and she had a journal that she."
338,Video339.mp4,339,40.7,"I remember carrying her behind her car, and it was a gravel parking lot, and I took my arm and I swept the gravel away so that it wouldn't hurt her back, and I tried to resuscitate her, and I didn't have any success while I waited and waited for the EMS to show up. And I kept trying and kept trying and kept trying. And EMS pulled in, and they pulled below us, and they just got out of the ambulance, and they all just stood there. And I remember screaming for them to come up and help me, and they didn't even approach me, so I don't think I was able to recognize the current."
339,Video340.mp4,340,14.0,It's still pretty heavy for me. I nodded my head yes.
340,Video341.mp4,341,20.53,For six months. She had a skill set. She had an overconfidence that she would present as a mask. She's a beautiful girl. She knew all the language. She. I always joke. She got her master's alongside me when I went back to school.
341,Video342.mp4,342,42.6,Falling apart as a village. It's not okay. Our children are dying. My child is dead. And she was going to be an amazing contribution to this world. And it's lost now. And that's why I'm here. Because she would want me to warn everyone.
342,Video343.mp4,343,21.4,"Police and rehab and drug court. And. So in 2020, Blake had two overdoses."
343,Video344.mp4,344,20.8,"They put it in his drink and videotaped him dying. And they took $600 from his phone to her phone, like, transferred it. They took his wallet, they took his truck keys, they took all his. He had new clothes with him. They took all his new clothes and left him there."
344,Video345.mp4,345,11.3,And the girl opened fire on my son and emptied the clip into my son. And he lived through that. And the only reason he lived is because of the headlock.
345,Video346.mp4,346,20.7,"And making him laugh and boxing with his brother and playing football outside basketball, and he was like. Like the spark in our family, My son."
346,Video347.mp4,347,16.57,"At the end of the bar with his face in his hands and when he looked up at me, I knew he said, we lost her. I dropped."
347,Video348.mp4,348,21.03,February 12th of 22 to fentanyl. He didn't know it was fentanyl. He didn't ask for fentanyl. He didn't want fentanyl. We didn't even know anything about fentanyl.
348,Video349.mp4,349,21.2,"You know, like headache medicine or, you know, I've got rheumatoid arthritis now, so I have to take pills for that as well as anxiety, PTSD and depression now, but I never knew what signs were."
349,Video350.mp4,350,27.93,"So passionate about animals. She was an average student. She wasn't overly excited about school, and she was trying to find her way in life after high school. She was diagnosed with bipolar the year before she passed, so she was just trying to find herself and heal. Although I'm."
350,Video351.mp4,351,18.77,"Pill. Was shared by a mother with her teenage children, including my daughter. So that was in 2003 when her 15 year old friend passed away."
351,Video352.mp4,352,19.9,"But because her body was so cold. I didn't know this, but they said they had to. They would put tubes in her and they would run warm water through her to get her body temperature back up to normal. And when that happened, they would be able to do full CPR on her and try."
352,Video353.mp4,353,14.93,"As in where? I feel like those days are long gone. With my career, I know a lot more than a lot of folks know about drugs from what I do is a living. So therefore, we want to educate young, because the only education you get in the state that through."
353,Video354.mp4,354,22.73,"It made me understand that it's probably the most complicated thing that a doctor does is the pharmaceutical side, and a family doctor is not a pain doctor. And if she had been in a pain clinic and treated by professionals that deal with pain all the time, her life probably would have been saved. And."
354,Video355.mp4,355,19.97,"But that was all I knew. And I said, could somebody go check on her? Because nobody's heard from her all day. And so that was like 9:30 in the morning. And they said, we'll send somebody out. And 6:37. They called me on February 17th and said we found her."
355,Video356.mp4,356,29.43,"He went up to the front counter or called the police and said, we need a well check done. And they came and they found him dead. So that's how we found out over the phone and just changed our lives. We were a family of four. Now we're a family of three. That's horrible."
356,Video357.mp4,357,28.6,"My grandpa went in there and found her. She was already gone. But he was. You know, he did CPR on her, trying to. Trying to bring her back, and she was just. It was too late. We found her too late. And when the ambulance and the EMT and everybody got there, they didn't even, like, work on her. They just already told us, you know, she's gone."
357,Video358.mp4,358,31.43,"And about, I don't know, about 12 hours later, I saw her take her last breath. Tough thing. So here was a young lady who was probably one of the happiest kids I've ever seen in my life. Friends when the next day we were with DEA agents."
358,Video359.mp4,359,30.93,"And I pushed her back, and she just kind of flopped over, and her face was all twisted. And I'm screaming and screaming and screaming, and I yell for her sister to call 911, and Anna's screaming, and the operator has me do chest compressions. And so I screamed for Anna to help me get her off the bed."
359,Video360.mp4,360,17.6,"Take him? And she said, yes. And I said, how long has it been? She said It'd been about 40 minutes."
360,Video361.mp4,361,25.07,"You know, and she's like, they're not going to do anything. I said, well, you know, we've already been speaking with the Federal Bureau. We had already spoke with an officer that said that he's definitely looking into it. This doesn't make sense. He found out that the guy where everyone's passing away at is a retired New Jersey detective, and the Federal Bureau guy said that."
361,Video362.mp4,362,19.7,"Before she maybe received a message from a friend or saw something on social media. We live in a small town, and so we went home and she was still asleep, thank goodness. So she hadn't even looked at her phone and."
362,Video363.mp4,363,18.3,"San Antonio instead of Austin. So he called his dad and he got on the highway and headed to his brother's house. But his dad went to the house, and they got in the house and found it."
363,Video364.mp4,364,16.63,"They were able to do their thing. They were able to get subpoenas. And on May 17, the person responsible for Logan Green's death was arrested through Harris county courts."
364,Video365.mp4,365,20.53,"Arguing, And he said, I'm coming home, Mom. And I was so angry. I was just angry. I was like, you've been doing so good, you know? Don't fall off the wagon, Jack. Just."
365,Video366.mp4,366,9.27,"Even under those situations, there was nothing that we could do or offer her that she was ready and willing to change."
366,Video367.mp4,367,22.5,"In 2001, and my sister gave me a very hard time. Gave us a very hard time, you know, throughout the years of when she was using. But that was my soulmate. And that's why we do what we do now with our foundation, because."
367,Video368.mp4,368,21.67,"I followed he ever since he came out of rehab. He was sharing his location with us because he was trying so hard to stay sober. So I kept calling him. He didn't answer. And I followed his location, and when I got to his friend's apartment, the cops were there, the ambulance was there, the crime scene unit was there, and he had passed."
368,Video369.mp4,369,33.37,"This drug dealer was arrested 18 days before he sold to my daughter. Before he sold a lethal pill to my daughter. He was arrested and caught with 400 of these pills, a stack of cash, some marijuana and mushrooms. And he was given a citation and released that day. No punishment, no incarceration, no protecting the public from them."
369,Video370.mp4,370,20.57,"Away from us. And the unthinkable pain that I must live with every single day. Losing a son or a daughter is something I wish nobody, nobody should have to experience. It is not in the order of nature."
370,Video371.mp4,371,14.07,"I believe everything happens for a reason. While you sit in jail, I hope you think of me, the girl that you called poor and uneducated. Because it's because of me you will be in prison for life."
371,Video372.mp4,372,31.27,"To be on the road lead. We didn't put that bottle that you so swiftly threw under your car before you came and tug on my husband's lifeless body to your mouth. If I wasn't on bond for drug charges, I'd be mortified. I'd be hiding out at home. But what were you doing on that Tuesday? I was having a good old time. Couldn't even wait for the weekend."
372,Video373.mp4,373,19.53,Before you react. You went all the way home. Why you come back? Why you had time to think about what you was doing. I forget.
373,Video374.mp4,374,19.8,"I'll hold my words that I'm gonna say, but you let the state make an example out of you. You let the state make an example out of you. And I'm sitting here looking at you, staring in your eyes. I'm looking at your soul. You cold. You don't care. And for y' all to sit there and do that podcast yesterday, and Tommy and my family, it's okay, because, you know,"
374,Video375.mp4,375,21.0,"During the time that you spend that you find a relationship with him. Because there's something after this life. It's either up or down, heaven or hell. And I hope that you find the right path to be on. Because murder, killing somebody, it's not right. It's not right."
375,Video376.mp4,376,24.27,"Why Say something. You're a monster. You have no compassion. You don't even have a heart. And you think something sweet. You are not forgiving. And I'm getting my lick back, period. You caused my mama too much suffering and pain."
376,Video377.mp4,377,14.9,Tell them everything will be okay. Someone else will give them over to in marriage because you won't be able to be there to do it. And that is the greatest demise. You say you feel so.
377,Video378.mp4,378,27.4,"Past her. And then you and your brother, which is another coward, drove up on her, got out of the car. Not only did you shoot her two times, but to make sure she died, you shot her two more times."
378,Video379.mp4,379,23.37,"Your faces on the news. So guess what? I had to explain more because they're not kids. Little kids. No more. They're not six months old. They're not four days old. Ruger's soon to be ten. Ten years he's been without a daddy to teach him how to fish, to teach him how to hunt. Teaching all the man things he has to depend on. Uncles, cousins. Because of you, Jake."
379,Video380.mp4,380,18.97,"Told me no, I'd just do a big shot and kill myself. That's definitely what I would do. I'm not going to go through all that again and put everybody through all that again. And I was like, yeah, I agree. But I didn't know when we were having this conversation that."
380,Video381.mp4,381,30.9,"The worst part was making the call to everybody. I mean, the worst part is my son being there, but then making the call to everybody. You know, hey, Timmy's in the hospital. Doesn't look good. And for Mom,"
381,Video382.mp4,382,30.23,"But I know he's still here with us in that form because I can feel his presence on a daily basis. He still inspires me to this day. When it comes down to my wife, I kind of keep certain things to myself for the fact that her bearing him, you know, ke."
382,Video383.mp4,383,28.43,"Without stopping. I drove all the way from Washington back to Albuquerque, and I didn't even stop to stop. Just couldn't. His truck was just like the way he left it, you know? I was walking out of my house every day looking at that truck, and it was."
